loc,v(g),ev(g),iv(g),n,l,d,i,t,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,defects,risk_score,risk_level
26.0,4.0,1.0,4.0,74.0,0.08,13.33,27.5,271.56,0,4,0,16.0,15.0,0,25.743369076979928,Low
41.0,7.0,1.0,7.0,123.0,0.04,27.06,23.68,963.24,0,3,0,20.0,17.0,0,31.772791082561064,Low
15.0,1.0,1.0,1.0,55.0,0.22,4.5,54.5,61.32,0,3,0,6.0,16.0,0,16.709244777138444,Low
5.0,1.0,1.0,1.0,13.0,0.2,5.0,8.24,11.45,0,0,0,6.0,3.0,0,11.619905417479876,Low
5.0,1.0,1.0,1.0,13.0,0.2,5.0,8.24,11.45,0,0,0,6.0,3.0,0,11.619905417479876,Low
44.0,7.0,1.0,7.0,130.0,0.03,28.82,23.5,1084.45,0,4,0,20.0,17.0,0,32.205774195812474,Low
5.0,1.0,1.0,1.0,13.0,0.2,5.0,8.24,11.45,0,0,0,6.0,3.0,0,11.619905417479876,Low
5.0,1.0,1.0,1.0,13.0,0.2,5.0,8.24,11.45,0,0,0,6.0,3.0,0,11.619905417479876,Low
53.0,8.0,1.0,8.0,172.0,0.03,36.11,25.0,1810.86,0,5,0,20.0,18.0,0,34.159007694378666,Medium
4.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,0,9.222921357310247,Low
32.0,4.0,1.0,1.0,75.0,0.04,25.38,13.18,471.49,5,2,0,14.0,8.0,0,27.608201032972186,Low
15.0,4.0,1.0,3.0,37.0,0.16,6.22,23.79,51.16,1,1,0,7.0,9.0,0,21.039451693144155,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,0,9.222921357310247,Low
16.0,4.0,1.0,1.0,37.0,0.1,9.6,14.26,73.02,0,1,0,8.0,5.0,0,21.77807722402442,Low
70.0,5.0,1.0,2.0,166.0,0.04,27.67,31.93,1357.88,15,11,0,16.0,24.0,0,32.76249589843707,Low
46.0,3.0,1.0,3.0,136.0,0.07,14.64,48.39,576.24,0,7,0,12.0,25.0,0,27.571715961615457,Low
34.0,7.0,5.0,4.0,119.0,0.06,17.68,36.29,630.28,1,5,0,17.0,25.0,0,35.316051523503326,Medium
9.0,1.0,1.0,1.0,19.0,0.25,4.0,15.78,14.03,0,1,0,5.0,5.0,0,13.314703314704273,Low
5.0,1.0,1.0,1.0,8.0,0.5,2.0,11.23,2.5,0,1,0,4.0,3.0,0,9.32408819961838,Low
5.0,1.0,1.0,1.0,10.0,0.4,2.5,12.68,4.4,0,0,0,5.0,4.0,0,10.156452833182456,Low
4.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,0,9.222921357310247,Low
10.0,3.0,3.0,1.0,27.0,0.11,8.94,12.83,56.95,0,2,0,11.0,8.0,0,22.805087524604506,Low
4.0,1.0,1.0,1.0,13.0,0.5,2.0,21.59,4.8,0,0,0,4.0,6.0,0,9.519363331664291,Low
4.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,0,9.222921357310247,Low
20.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,14.199505720968194,Low
20.0,3.0,3.0,2.0,38.0,0.1,10.05,17.34,97.23,2,2,0,13.0,11.0,0,25.740199690913617,Low
19.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,14.035801241104659,Low
22.0,4.0,1.0,2.0,48.0,0.07,14.67,15.73,188.02,0,3,0,16.0,12.0,0,25.202024954347596,Low
40.0,3.0,1.0,1.0,180.0,0.04,27.18,32.18,1320.23,4,7,0,12.0,17.0,0,28.533314943731746,Low
4.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,0,9.222921357310247,Low
4.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,0,9.222921357310247,Low
11.0,2.0,1.0,2.0,20.0,0.21,4.67,15.86,19.19,0,2,0,7.0,6.0,0,16.421193390328376,Low
10.0,1.0,1.0,1.0,19.0,0.25,4.0,15.78,14.03,0,1,0,5.0,5.0,0,13.63449529893257,Low
4.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,0,9.222921357310247,Low
23.0,4.0,1.0,4.0,43.0,0.13,7.89,25.9,89.65,1,2,0,13.0,14.0,0,23.673783802346858,Low
41.0,3.0,1.0,1.0,180.0,0.03,28.88,29.97,1388.12,4,8,0,12.0,16.0,0,28.725757667728296,Low
26.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,10.588686582651679,Low
86.0,7.0,1.0,4.0,256.0,0.06,17.35,83.29,1392.34,0,7,0,11.0,39.0,0,33.961022099790675,Medium
19.0,3.0,3.0,3.0,67.0,0.13,7.58,42.5,135.62,0,2,0,9.0,19.0,0,25.47518392615848,Low
82.0,19.0,17.0,10.0,316.0,0.03,29.37,62.49,2994.15,2,9,3,18.0,38.0,0,49.57429791555657,Medium
67.0,18.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,30.608712669550446,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
5.0,1.0,1.0,1.0,9.0,0.67,1.5,16.84,2.11,0,0,0,3.0,4.0,0,9.042001565353138,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,3.074408545630886,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
5.0,1.0,1.0,1.0,9.0,0.67,1.5,16.84,2.11,0,0,0,3.0,4.0,0,9.042001565353138,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,3.074408545630886,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,6.0,0.5,2.0,7.75,1.72,0,0,0,4.0,2.0,0,8.297486599287241,Low
31.0,3.0,3.0,2.0,144.0,0.04,22.88,33.95,986.79,0,3,0,18.0,24.0,0,30.764323847351992,Low
14.0,2.0,1.0,1.0,31.0,0.17,5.78,21.93,40.67,1,4,0,8.0,9.0,0,18.27643288809274,Low
21.0,4.0,4.0,1.0,57.0,0.05,18.55,14.78,282.32,1,5,0,17.0,11.0,0,29.81738914587946,Low
33.0,2.0,1.0,2.0,75.0,0.14,7.29,50.51,148.96,4,9,0,9.0,21.0,0,22.825100076968244,Low
24.0,4.0,1.0,1.0,52.0,0.05,21.0,11.77,288.46,6,2,0,18.0,9.0,0,26.227240072901015,Low
10.0,1.0,1.0,1.0,35.0,0.15,6.86,19.94,52.09,0,2,1,8.0,7.0,0,15.547610818684914,Low
21.0,4.0,1.0,4.0,55.0,0.12,8.07,32.04,115.86,0,1,0,11.0,15.0,0,23.541299759179424,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
23.0,4.0,1.0,4.0,63.0,0.09,11.5,23.68,173.96,3,1,1,10.0,10.0,0,24.355304406832374,Low
52.0,4.0,3.0,3.0,166.0,0.04,23.71,39.91,1246.43,2,9,0,21.0,32.0,0,33.99218292991968,Medium
39.0,8.0,1.0,4.0,107.0,0.08,12.69,46.31,414.27,2,3,0,16.0,29.0,0,30.507799897312825,Low
5.0,1.0,1.0,1.0,6.0,0.5,2.0,7.75,1.72,0,0,0,4.0,2.0,0,8.9092257916215,Low
15.0,2.0,1.0,2.0,22.0,0.24,4.08,19.94,18.47,1,1,0,7.0,6.0,0,17.02251272807756,Low
64.0,12.0,3.0,5.0,206.0,0.04,24.0,48.69,1558.03,0,1,0,18.0,33.0,0,39.13235736500522,Medium
80.0,11.0,1.0,10.0,263.0,0.08,11.89,122.13,959.97,0,1,0,8.0,38.0,0,34.37090802495425,Medium
8.0,3.0,1.0,2.0,27.0,0.13,7.5,15.01,46.91,0,0,0,10.0,8.0,0,18.47618988251017,Low
8.0,2.0,1.0,2.0,20.0,0.26,3.86,19.19,15.86,0,0,0,6.0,7.0,0,15.137932017418951,Low
21.0,4.0,4.0,4.0,65.0,0.11,9.1,36.03,165.76,0,2,0,13.0,20.0,0,28.43691825729529,Low
8.0,1.0,1.0,1.0,22.0,0.36,2.75,31.26,13.13,0,1,0,5.0,10.0,0,12.882439647084421,Low
10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,8.892657444201802,Low
72.0,10.0,1.0,1.0,264.0,0.01,84.0,12.28,4813.29,0,8,0,9.0,6.0,0,37.394115079649055,Medium
19.0,4.0,1.0,3.0,36.0,0.16,6.4,23.46,53.38,0,3,0,8.0,10.0,0,22.007167668180834,Low
13.0,1.0,1.0,1.0,43.0,0.12,8.44,20.83,82.39,0,1,0,9.0,8.0,0,17.13331648625177,Low
6.0,1.0,1.0,1.0,10.0,0.5,2.0,15.0,3.33,0,1,0,4.0,4.0,0,10.163098600605128,Low
24.0,1.0,1.0,1.0,129.0,0.09,10.73,59.01,377.24,0,4,6,8.0,22.0,0,21.151214741016343,Low
18.0,2.0,1.0,1.0,47.0,0.09,11.2,19.24,134.08,0,5,0,14.0,10.0,0,21.152788181370884,Low
14.0,3.0,1.0,3.0,26.0,0.18,5.5,16.95,28.48,0,2,0,6.0,6.0,0,18.939199501914644,Low
91.0,10.0,1.0,1.0,416.0,0.01,93.24,24.21,11692.71,0,3,2,22.0,21.0,0,40.163461662768064,Medium
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,0,8.712349007284121,Low
9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,5.40010882957322,Low
23.0,1.0,1.0,1.0,84.0,0.2,4.9,85.71,114.33,0,6,0,7.0,25.0,0,18.914938538662618,Low
42.0,6.0,1.0,6.0,127.0,0.06,15.83,41.8,581.7,0,5,1,14.0,23.0,0,29.962269964898542,Low
74.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,23.192508792978522,Low
74.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,22.653378117981646,Low
26.0,7.0,1.0,1.0,131.0,0.06,16.92,41.74,664.13,0,2,0,16.0,26.0,0,29.389769831380956,Low
59.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,26.49957006772894,Low
48.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,24.906910493899133,Low
23.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,17.20908111548349,Low
57.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,19.866045800483086,Low
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,0,8.712349007284121,Low
31.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,11.158744788467914,Low
28.0,4.0,3.0,3.0,88.0,0.05,22.1,19.91,540.22,5,3,0,17.0,15.0,0,30.701852569503263,Low
4.0,1.0,1.0,1.0,8.0,0.4,2.5,9.6,3.33,0,0,0,5.0,3.0,0,9.222921357310247,Low
7.0,1.0,1.0,1.0,41.0,0.06,16.0,9.19,130.65,0,0,0,8.0,4.0,0,16.35641668256701,Low
30.0,5.0,1.0,5.0,102.0,0.06,17.1,31.53,512.15,0,2,0,19.0,20.0,0,28.20717580911133,Low
159.0,97.0,1.0,10.0,1153.0,0.01,167.43,54.24,84472.46,0,11,0,99.0,136.0,0,56.59193184849364,Medium
17.0,1.0,1.0,1.0,71.0,0.11,9.07,35.42,161.78,3,1,0,8.0,15.0,0,19.020252095833975,Low
11.0,2.0,1.0,2.0,45.0,0.06,16.71,11.64,180.59,0,1,0,13.0,7.0,0,20.386114500943712,Low
16.0,1.0,1.0,1.0,49.0,0.09,11.0,19.86,133.54,0,3,0,11.0,11.0,0,18.99438195876946,Low
31.0,5.0,5.0,4.0,74.0,0.07,13.5,26.9,272.33,1,9,2,15.0,15.0,0,32.15943375830566,Low
21.0,5.0,1.0,5.0,139.0,0.1,9.71,78.65,411.62,2,3,0,11.0,34.0,0,26.055150813606488,Low
4.0,1.0,1.0,1.0,9.0,0.5,2.0,13.5,3.0,0,0,0,4.0,4.0,0,9.034141290822072,Low
40.0,8.0,7.0,4.0,115.0,0.04,22.69,26.4,755.33,2,8,0,19.0,18.0,0,38.022785339734725,Medium
213.0,64.0,49.0,25.0,783.0,0.01,69.31,69.93,18661.18,11,19,2,24.0,49.0,0,65.91007742501748,Medium
11.0,1.0,1.0,1.0,49.0,0.2,5.0,40.06,55.63,0,0,0,5.0,12.0,0,15.645328057467905,Low
36.0,3.0,1.0,2.0,141.0,0.05,20.52,36.31,849.65,3,5,0,16.0,23.0,0,27.710686252553174,Low
4.0,1.0,1.0,1.0,11.0,0.5,2.0,17.43,3.87,0,0,0,4.0,5.0,0,9.297064730703637,Low
13.0,2.0,1.0,2.0,22.0,0.27,3.75,20.3,15.86,0,1,0,5.0,6.0,0,16.352011069136186,Low
34.0,5.0,1.0,4.0,79.0,0.11,8.84,48.5,210.51,1,6,0,15.0,28.0,0,27.061223090367026,Low
5.0,1.0,1.0,1.0,11.0,0.5,2.0,17.43,3.87,0,0,0,4.0,5.0,0,9.908803923037896,Low
55.0,7.0,6.0,3.0,181.0,0.05,20.24,50.48,1148.4,5,9,2,16.0,34.0,0,38.44479371826483,Medium
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
27.0,2.0,1.0,2.0,100.0,0.14,7.15,69.33,196.68,5,6,0,7.0,24.0,0,22.301586860004175,Low
26.0,4.0,3.0,2.0,68.0,0.11,9.0,38.44,172.97,0,2,0,12.0,22.0,0,28.212327879230227,Low
17.0,2.0,1.0,2.0,44.0,0.2,4.9,40.04,53.41,0,3,0,7.0,15.0,0,19.105485136812376,Low
22.0,5.0,1.0,5.0,155.0,0.09,11.33,74.67,532.8,2,3,0,11.0,33.0,0,26.629039158450908,Low
9.0,2.0,1.0,2.0,24.0,0.33,3.06,29.91,15.51,0,0,0,5.0,9.0,0,15.21752712380582,Low
18.0,5.0,1.0,5.0,119.0,0.1,10.19,61.31,353.37,2,2,0,11.0,27.0,0,25.386677384405054,Low
4.0,1.0,1.0,1.0,11.0,0.5,2.0,17.43,3.87,0,0,0,4.0,5.0,0,9.297064730703637,Low
34.0,8.0,1.0,2.0,75.0,0.05,19.09,18.24,369.4,0,4,0,14.0,11.0,0,30.008796976179532,Low
4.0,1.0,1.0,1.0,9.0,0.5,2.0,13.5,3.0,0,0,0,4.0,4.0,0,9.034141290822072,Low
34.0,4.0,1.0,3.0,61.0,0.14,7.0,41.44,112.8,5,6,0,9.0,18.0,0,24.931217912818184,Low
35.0,7.0,7.0,3.0,90.0,0.08,12.68,35.82,319.69,3,6,0,13.0,20.0,0,35.37285020043595,Medium
36.0,1.0,1.0,1.0,102.0,0.29,3.41,148.3,95.66,1,7,0,4.0,27.0,0,19.510090235307544,Low
18.0,1.0,1.0,1.0,38.0,0.5,2.0,80.71,17.94,1,5,0,4.0,15.0,0,15.190802664725888,Low
25.0,3.0,1.0,3.0,58.0,0.13,7.64,36.89,119.58,0,5,0,11.0,18.0,0,23.167365032161072,Low
31.0,7.0,5.0,5.0,116.0,0.07,14.86,39.72,487.1,0,3,0,13.0,21.0,0,34.23242523722093,Medium
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
12.0,2.0,1.0,2.0,30.0,0.12,8.25,15.72,59.43,0,5,0,12.0,8.0,0,18.67326307835477,Low
83.0,11.0,1.0,4.0,145.0,0.06,17.86,49.25,872.76,13,11,1,24.0,43.0,0,35.92746887766646,Medium
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,13.0,0.5,2.0,21.59,4.8,0,0,0,4.0,6.0,0,9.519363331664291,Low
5.0,1.0,1.0,1.0,16.0,0.5,2.0,27.68,6.15,0,0,0,4.0,7.0,0,10.323666331034776,Low
5.0,1.0,1.0,1.0,16.0,0.5,2.0,27.68,6.15,0,0,0,4.0,7.0,0,10.323666331034776,Low
4.0,1.0,1.0,1.0,11.0,0.29,3.5,10.87,7.4,0,0,0,7.0,4.0,0,10.37710827178102,Low
5.0,1.0,1.0,1.0,16.0,0.5,2.0,27.68,6.15,0,0,0,4.0,7.0,0,10.323666331034776,Low
10.0,1.0,1.0,1.0,24.0,0.36,2.75,34.1,14.33,0,2,0,5.0,10.0,0,13.555745268897981,Low
11.0,2.0,1.0,2.0,32.0,0.17,5.91,23.79,46.14,0,1,0,10.0,11.0,0,17.853554461905635,Low
10.0,1.0,1.0,1.0,16.0,0.25,4.0,14.34,12.75,0,2,0,8.0,4.0,0,13.371571859051004,Low
12.0,3.0,1.0,1.0,32.0,0.1,9.63,14.12,72.69,0,1,0,11.0,8.0,0,20.450654471763947,Low
8.0,2.0,1.0,2.0,18.0,0.2,5.0,13.71,19.04,0,1,0,7.0,7.0,0,15.83587465561766,Low
14.0,3.0,3.0,1.0,35.0,0.08,13.0,11.64,109.25,0,3,0,13.0,7.0,0,24.810273790003887,Low
18.0,4.0,4.0,3.0,48.0,0.07,14.0,15.72,171.17,0,1,0,14.0,10.0,0,28.322540703037447,Low
25.0,6.0,1.0,3.0,69.0,0.04,26.45,13.16,511.46,3,2,1,23.0,10.0,0,28.769483565987425,Low
82.0,20.0,14.0,4.0,242.0,0.03,30.05,44.22,2219.0,9,6,0,17.0,28.0,0,48.6185273424204,Medium
82.0,20.0,14.0,4.0,242.0,0.03,30.05,44.22,2219.0,9,6,0,17.0,28.0,0,48.6185273424204,Medium
4.0,1.0,1.0,1.0,9.0,0.33,3.0,9.51,4.75,0,0,0,6.0,3.0,0,9.66519924418667,Low
11.0,1.0,1.0,1.0,27.0,0.24,4.2,26.28,25.75,1,3,0,7.0,10.0,0,14.930448152577352,Low
38.0,6.0,6.0,4.0,84.0,0.06,15.87,25.72,359.71,3,6,0,14.0,15.0,0,34.727910927200476,Medium
18.0,2.0,1.0,1.0,25.0,0.18,5.5,18.95,31.85,1,2,0,11.0,7.0,0,18.608099987892995,Low
24.0,2.0,1.0,1.0,39.0,0.11,9.0,21.67,97.5,1,1,0,18.0,14.0,0,21.862243145849583,Low
97.0,39.0,1.0,2.0,215.0,0.04,23.83,63.25,1995.76,5,5,0,46.0,83.0,0,43.799024358372286,Medium
97.0,18.0,18.0,12.0,249.0,0.04,26.89,55.14,2214.85,5,11,5,21.0,41.0,0,49.96634239554012,Medium
19.0,6.0,4.0,4.0,86.0,0.06,18.0,23.44,421.99,4,1,0,15.0,15.0,0,31.358083821229176,Low
118.0,6.0,1.0,6.0,136.0,0.04,25.71,30.15,1107.51,21,46,13,24.0,28.0,0,35.18039329375566,Medium
34.0,3.0,1.0,3.0,61.0,0.11,9.45,29.58,146.9,3,11,1,13.0,11.0,0,24.13201229812774,Low
16.0,3.0,1.0,2.0,52.0,0.07,14.3,15.97,181.45,2,3,0,11.0,10.0,0,22.846338279290116,Low
75.0,7.0,1.0,7.0,235.0,0.05,19.05,73.17,1474.75,5,10,3,18.0,43.0,0,33.938375236473114,Medium
96.0,7.0,5.0,6.0,250.0,0.03,35.64,40.37,2848.38,8,6,8,21.0,33.0,0,41.35451783641395,Medium
12.0,2.0,1.0,2.0,25.0,0.16,6.43,15.9,36.5,0,1,0,10.0,7.0,0,17.777722247179163,Low
17.0,3.0,1.0,3.0,34.0,0.14,7.0,20.99,57.15,1,3,0,10.0,10.0,0,20.890475953035327,Low
50.0,7.0,3.0,6.0,158.0,0.06,17.0,53.49,858.76,1,12,2,17.0,37.0,0,35.16850889571087,Medium
8.0,3.0,3.0,2.0,20.0,0.22,4.5,18.17,20.44,0,2,0,9.0,8.0,0,20.17158048546936,Low
104.0,14.0,1.0,7.0,345.0,0.03,32.28,64.12,3712.5,10,17,0,18.0,46.0,0,39.673715907142096,Medium
12.0,4.0,3.0,3.0,38.0,0.14,7.29,24.52,72.3,0,3,0,12.0,14.0,0,24.522440054845017,Low
30.0,5.0,3.0,4.0,82.0,0.09,11.33,38.51,274.77,0,4,0,16.0,24.0,0,30.324381588014127,Low
25.0,3.0,1.0,3.0,72.0,0.1,10.24,34.17,198.89,0,2,0,12.0,17.0,0,23.96074718031217,Low
6.0,3.0,3.0,2.0,15.0,0.22,4.5,13.02,14.65,0,1,0,9.0,6.0,0,18.965934026436486,Low
8.0,3.0,3.0,2.0,20.0,0.22,4.5,18.17,20.44,0,2,0,9.0,8.0,0,20.17158048546936,Low
6.0,3.0,3.0,2.0,15.0,0.22,4.5,13.02,14.65,0,1,0,9.0,6.0,0,18.965934026436486,Low
23.0,7.0,7.0,4.0,66.0,0.09,11.67,28.29,213.89,0,4,0,14.0,18.0,0,33.61403765940919,Medium
14.0,2.0,1.0,2.0,32.0,0.15,6.5,21.95,51.53,0,0,0,11.0,11.0,0,18.873639533801008,Low
10.0,2.0,1.0,2.0,22.0,0.17,5.83,15.09,28.52,0,0,0,10.0,6.0,0,16.745757690810606,Low
10.0,2.0,1.0,2.0,23.0,0.16,6.42,14.65,33.51,0,0,0,11.0,6.0,0,17.02018500692937,Low
11.0,2.0,1.0,2.0,23.0,0.16,6.42,14.65,33.51,0,0,0,11.0,6.0,0,17.312132215035334,Low
32.0,8.0,1.0,5.0,94.0,0.06,17.0,27.65,443.89,0,1,1,17.0,15.0,0,29.862390628732076,Low
11.0,2.0,1.0,2.0,23.0,0.16,6.42,14.65,33.51,0,0,0,11.0,6.0,0,17.312132215035334,Low
11.0,2.0,1.0,2.0,23.0,0.16,6.42,14.65,33.51,0,0,0,11.0,6.0,0,17.312132215035334,Low
11.0,2.0,1.0,2.0,26.0,0.15,6.86,16.11,42.07,0,0,0,12.0,7.0,0,17.69550167948946,Low
11.0,2.0,1.0,2.0,21.0,0.16,6.3,12.69,27.98,0,0,0,9.0,5.0,0,17.0358297419368,Low
10.0,2.0,1.0,2.0,22.0,0.14,7.0,12.28,33.43,0,0,0,10.0,5.0,0,17.04716810633689,Low
39.0,13.0,13.0,10.0,119.0,0.06,16.35,39.5,586.4,1,4,1,17.0,26.0,0,41.970345117994384,Medium
11.0,2.0,1.0,2.0,20.0,0.19,5.25,14.88,22.79,0,0,0,9.0,6.0,0,16.743772823853526,Low
9.0,2.0,1.0,2.0,21.0,0.16,6.3,12.69,27.98,0,0,0,9.0,5.0,0,16.42409054960255,Low
17.0,2.0,1.0,2.0,44.0,0.11,9.35,20.67,100.39,0,1,0,11.0,10.0,0,20.426694209567202,Low
10.0,2.0,1.0,1.0,27.0,0.11,9.0,12.51,56.29,0,1,0,12.0,6.0,0,18.0085547704533,Low
11.0,2.0,1.0,2.0,22.0,0.17,5.83,15.09,28.52,0,0,0,10.0,6.0,0,17.03770489891657,Low
11.0,2.0,1.0,2.0,23.0,0.14,7.0,12.84,34.94,0,0,0,10.0,5.0,0,17.339115314442854,Low
11.0,2.0,1.0,2.0,22.0,0.17,5.83,15.09,28.52,0,0,0,10.0,6.0,0,17.03770489891657,Low
22.0,4.0,1.0,4.0,60.0,0.09,11.14,25.31,174.59,0,1,0,12.0,14.0,0,24.562984446911905,Low
11.0,2.0,1.0,2.0,26.0,0.15,6.86,16.11,42.07,0,0,0,12.0,7.0,0,17.69550167948946,Low
20.0,1.0,1.0,1.0,58.0,0.2,5.12,51.27,74.59,1,2,0,6.0,17.0,0,18.0578704026623,Low
26.0,3.0,1.0,3.0,54.0,0.08,12.0,20.07,160.54,0,1,0,11.0,11.0,0,23.98448289658895,Low
7.0,2.0,1.0,1.0,14.0,0.14,7.0,6.34,17.26,0,0,0,7.0,2.0,0,14.979089729003647,Low
10.0,2.0,1.0,2.0,21.0,0.16,6.3,12.69,27.98,0,0,0,9.0,5.0,0,16.74388253383084,Low
11.0,2.0,1.0,2.0,22.0,0.17,5.83,15.09,28.52,0,0,0,10.0,6.0,0,17.03770489891657,Low
11.0,2.0,1.0,2.0,22.0,0.17,5.83,15.09,28.52,0,0,0,10.0,6.0,0,17.03770489891657,Low
19.0,2.0,1.0,2.0,33.0,0.17,6.0,22.93,45.87,0,1,1,8.0,10.0,0,19.484898726042463,Low
10.0,2.0,1.0,2.0,24.0,0.15,6.67,14.4,35.56,0,0,0,10.0,6.0,0,17.1299420380576,Low
24.0,2.0,1.0,2.0,50.0,0.14,7.19,32.7,93.85,0,6,0,10.0,16.0,0,21.38139544642898,Low
40.0,4.0,1.0,2.0,149.0,0.03,30.6,25.37,1319.55,3,3,0,17.0,20.0,0,30.1564036027205,Low
26.0,5.0,1.0,3.0,60.0,0.06,17.33,16.64,277.76,0,1,0,16.0,12.0,0,27.093880539660304,Low
41.0,10.0,3.0,9.0,95.0,0.06,17.62,28.89,498.2,0,4,0,20.0,21.0,0,35.298728117482995,Medium
23.0,4.0,4.0,2.0,44.0,0.11,9.0,22.42,100.87,5,4,0,12.0,12.0,0,28.004322513446667,Low
10.0,2.0,1.0,2.0,25.0,0.23,4.38,22.33,23.74,0,1,0,7.0,8.0,0,16.317772225831455,Low
32.0,4.0,1.0,3.0,70.0,0.08,12.32,27.6,232.78,0,6,0,15.0,14.0,0,26.081523213280466,Low
17.0,2.0,1.0,2.0,39.0,0.12,8.45,20.88,82.82,0,2,0,13.0,10.0,0,20.125380750316793,Low
38.0,4.0,1.0,4.0,165.0,0.06,17.78,45.1,791.55,0,1,0,9.0,20.0,0,28.265071715615868,Low
14.0,2.0,1.0,2.0,22.0,0.17,6.0,13.96,27.92,0,1,2,8.0,6.0,0,17.867844290215636,Low
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,0,8.712349007284121,Low
